# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
608696	phenotype	574077	GLC1K	
608697	gene	344018	FIGLA	ENSG00000183733,ENST00000332372
608698	gene	131566	DCBLD2	ENSG00000057019,ENST00000326840
608699	gene	168667	BMPER	ENSG00000164619,ENST00000297161
608700	gene	64802	NMNAT1	ENSG00000173614,ENST00000377205
608701	gene	23057	NMNAT2	ENSG00000157064,ENST00000287713
608702	gene	349565	NMNAT3	ENSG00000163864,ENST00000339837
608703	phenotype	338435	SCA25	
608704	gene	54981	NMRK1	ENSG00000106733,ENST00000361092
608705	gene	27231	NMRK2	ENSG00000077009,ENST00000168977
608706	gene	161582	DYX1C1	ENSG00000256061,ENST00000321149
608707	gene	50937	CDON	ENSG00000064309,ENST00000392693
608708	gene	91653	BOC	ENSG00000144857,ENST00000495514
608709	phenotype			
608710	phenotype	474168		
608711	gene	10106	CTDSP2	ENSG00000175215,ENST00000398073
608712	gene	11122	PTPRT	ENSG00000196090,ENST00000373190
608713	gene	120227	CYP2R1	ENSG00000186104,ENST00000334636
608714	gene	54212	SNTG1	ENSG00000147481,ENST00000522124
608715	gene	54221	SNTG2	ENSG00000172554,ENST00000308624
608716	phenotype			
608717	gene	29124	LGALS13	ENSG00000105198,ENST00000221797
608718	gene	140258	KRTAP13-1	ENSG00000198390,ENST00000355459
608719	gene	126382	NR2C2AP	ENSG00000184162,ENST00000331552
608720	predominantly phenotypes			
608721	gene	94032	CAMK2N2	ENSG00000163888,ENST00000296238
608722	gene	93661	CAPZA3	ENSG00000177938,ENST00000317658
608723	gene	221692	PHACTR1	ENSG00000282833,ENST00000635308
608724	gene	9749	PHACTR2	ENSG00000112419,ENST00000427704
608725	gene	116154	PHACTR3	ENSG00000087495,ENST00000371015
608726	gene	65979	PHACTR4	ENSG00000204138,ENST00000373839
608727	gene	55070	DET1	ENSG00000140543,ENST00000268148
608728	phenotype			
608729	gene	57085	AGTRAP	ENSG00000177674,ENST00000314340
608730	gene	283375	SLC39A5	ENSG00000139540,ENST00000454355
608731	gene	25800	SLC39A6	ENSG00000141424,ENST00000440549
608732	gene	64116	SLC39A8	ENSG00000138821,ENST00000356736
608733	gene	57181	SLC39A10	ENSG00000196950,ENST00000359634
608734	gene	221074	SLC39A12	ENSG00000148482,ENST00000377371
608735	gene	91252	SLC39A13	ENSG00000165915,ENST00000533076
608736	gene	23516	SLC39A14	ENSG00000104635,ENST00000359741
608737	gene	80223	RAB11FIP1	ENSG00000156675,ENST00000287263
608738	gene	9727	RAB11FIP3	ENSG00000275338,ENST00000611004
608739	gene	90459	ERI1	ENSG00000104626,ENST00000523898
608740	gene	150372	NFAM1	ENSG00000235568,ENST00000329021
608741	gene	23208	SYT11	ENSG00000132718,ENST00000368324
608742	phenotype	444980		
608743	gene	126306	JSRP1	ENSG00000167476,ENST00000300961
608744	gene	29957	SLC25A24	ENSG00000085491,ENST00000565488
608745	gene	114789	SLC25A25	ENSG00000148339,ENST00000373066
608746	gene	79085	SLC25A23	ENSG00000125648,ENST00000301454
608747	phenotype			
608748	gene	27302	BMP10	ENSG00000163217,ENST00000295379
608749	gene	23476	BRD4	ENSG00000141867,ENST00000263377
608750	gene	10195	ALG3	ENSG00000214160,ENST00000397676
608751	phenotype			
608752	gene	114902	C1QTNF5	ENSG00000223953,ENST00000528368
608753	gene	80746	TSEN2	ENSG00000154743,ENST00000284995
608754	gene	79042	TSEN34	ENSG00000274129,ENST00000612236
608755	gene	283989	TSEN54	ENSG00000182173,ENST00000333213
608756	gene	116461	TSEN15	ENSG00000198860,ENST00000361641
608757	gene	10978	CLP1	ENSG00000172409,ENST00000533682
608758	phenotype			
608759	gene	114757	CYGB	ENSG00000161544,ENST00000293230
608760	gene	10533	ATG7	ENSG00000197548,ENST00000354449
608761	gene	60482	SLC5A7	ENSG00000115665,ENST00000264047
608762	phenotype	432400		
608763	predominantly phenotypes			
608764	gene	10135	NAMPT	ENSG00000105835,ENST00000222553
608765	phenotype			
608766	gene	53353	LRP1B	ENSG00000168702,ENST00000389484
608767	gene	56929	FEM1C	ENSG00000145780,ENST00000274457
608768	phenotype			
608769	gene	8050	PDHX	ENSG00000110435,ENST00000227868
608770	gene	1737	DLAT	ENSG00000150768,ENST00000280346
608771	gene	23389	MED13L	ENSG00000123066,ENST00000281928
608772	gene	60672	MIIP	ENSG00000116691,ENST00000235332
608773	gene	11076	TPPP	ENSG00000171368,ENST00000360578
608774	gene/phenotype	255239	ANKK1	ENSG00000170209,ENST00000303941
608775	gene	115106	HAUS1	ENSG00000152240,ENST00000282058
608776	phenotype			
608777	gene	10631	POSTN	ENSG00000133110,ENST00000379747
608778	gene	317719	KLHL10	ENSG00000161594,ENST00000293303
608779	phenotype			
608780	gene	404672	GTF2H5	ENSG00000272047,ENST00000607778
608781	phenotype	449015		
608782	phenotype			
608783	gene	64754	SMYD3	ENSG00000185420,ENST00000490107
608784	gene	29801	ZDHHC8	ENSG00000099904,ENST00000334554
608785	gene	94031	HTRA3	ENSG00000170801,ENST00000307358
608786	gene	5091	PC	ENSG00000173599,ENST00000393958
608787	phenotype	317682	OTSC5	
608788	gene	30837	SOCS7	ENSG00000274229,ENST00000615473
608789	gene	344148	NCKAP5	ENSG00000176771,ENST00000409261
608790	gene	93624	TADA2B	ENSG00000173011,ENST00000310074
608791	gene	115861	NXNL1	ENSG00000171773,ENST00000301944
608792	gene	126326	GIPC3	ENSG00000179855,ENST00000322315
608793	gene	92521	SPECC1	ENSG00000128487,ENST00000581399
608794	gene	9600	PITPNM1	ENSG00000110697,ENST00000436757
608795	gene	113026	PLCD3	ENSG00000161714,ENST00000619929
608796	phenotype	493818	MYMY3	
608797	gene	150365	MEI1	ENSG00000167077,ENST00000401548
608798	gene	1687	DFNA5	ENSG00000105928,ENST00000342947
608799	phenotype			
608800	phenotype			
608801	gene	2639	GCDH	ENSG00000105607,ENST00000222214
608802	gene	26013	L3MBTL1	ENSG00000185513,ENST00000471977
608803	gene	57165	GJC2	ENSG00000198835,ENST00000366714
608804	phenotype			
608805	phenotype			
608806	gene	254827	NAALADL2	ENSG00000177694,ENST00000454872
608807	phenotype			
608808	phenotype			
608809	predominantly phenotypes			
608810	phenotype			
608811	predominantly phenotypes			
608812	phenotype			
608813	gene	79139	DERL1	ENSG00000136986,ENST00000259512
608814	predominantly phenotypes			
608815	gene	114327	EFHC1	ENSG00000096093,ENST00000371068
608816	phenotype	449018		
608817	gene	57689	LRRC4C	ENSG00000148948,ENST00000278198
608818	gene	22854	NTNG1	ENSG00000162631,ENST00000370074
608819	gene	81851	KRTAP1-1	ENSG00000188581,ENST00000306271
608820	gene	81850	KRTAP1-3	ENSG00000262347,ENST00000575715
608821	gene	728255	KRTAP1-4	ENSG00000263242,ENST00000576814
608822	gene	83895	KRTAP1-5	ENSG00000221852,ENST00000361883
608823	gene	114335	CGB1	ENSG00000267631,ENST00000301407
608824	gene	114336	CGB2	ENSG00000104818,ENST00000474913
608825	gene	93659	CGB5	ENSG00000189052,ENST00000301408
608826	gene	94027	CGB7	ENSG00000196337,ENST00000596965
608827	gene	94115	CGB8	ENSG00000213030,ENST00000448456
608828	gene	29102	DROSHA	ENSG00000113360,ENST00000511367
608829	gene	387082	SUMO4	ENSG00000177688,ENST00000326669
608830	gene	145226	RDH12	ENSG00000139988,ENST00000551171
608831	phenotype	450097		
608832	gene	64388	GREM2	ENSG00000180875,ENST00000318160
608833	gene	51750	RTEL1	ENSG00000258366,ENST00000370018
608834	gene	64764	CREB3L2	ENSG00000182158,ENST00000330387
608835	gene	150000	ABCC13	ENSG00000243064,ENST00000467409
608836	phenotype			
608837	phenotype			
608838	gene	154807	VKORC1L1	ENSG00000196715,ENST00000360768
608839	gene	147968	CAPN12	ENSG00000182472,ENST00000328867
608840	phenotype			
608841	gene	27151	CPAMD8	ENSG00000160111,ENST00000443236
608842	gene	118487	CHCHD1	ENSG00000172586,ENST00000372833
608843	gene	114990	VASN	ENSG00000168140,ENST00000304735
608844	gene	79661	NEIL1	ENSG00000140398,ENST00000355059
608845	gene	84100	ARL6	ENSG00000113966,ENST00000463745
608846	gene	126129	CPT1C	ENSG00000169169,ENST00000323446
608847	gene	94033	FTMT	ENSG00000181867,ENST00000321339
608848	gene	54874	FNBP1L	ENSG00000137942,ENST00000370253
608849	gene	127933	UHMK1	ENSG00000152332,ENST00000489294
608850	phenotype	317668	MCDR3	
608851	gene	22803	XRN2	ENSG00000088930,ENST00000377191
608852	phenotype	450095		
608853	gene	414899	BLID	ENSG00000259571,ENST00000560104
608854	gene	127700	OSCP1	ENSG00000116885,ENST00000235532
608855	gene	94015	TTYH2	ENSG00000141540,ENST00000269346
608856	gene	64693	CTAGE1	ENSG00000282841,ENST00000634260
608857	gene	220112	CTAGE3P	
608858	gene	26127	FGFR1OP2	ENSG00000111790,ENST00000229395
608859	gene	135228	CD109	ENSG00000156535,ENST00000287097
608860	gene	431705	ASTL	ENSG00000188886,ENST00000342380
608861	gene	51606	ATP6V1H	ENSG00000047249,ENST00000355221
608862	gene	128240	NAXE	ENSG00000163382,ENST00000368235
608863	gene	10630	PDPN	ENSG00000162493,ENST00000294489
608864	phenotype			
608865	gene	9875	URB1	ENSG00000142207,ENST00000382751
608866	gene	118924	FRA10AC1	ENSG00000148690,ENST00000359204
608867	gene	11221	DUSP10	ENSG00000143507,ENST00000366899
608868	gene	26018	LRIG1	ENSG00000282243,ENST00000631853
608869	gene	9860	LRIG2	ENSG00000198799,ENST00000361127
608870	gene	121227	LRIG3	ENSG00000139263,ENST00000379141
608871	gene	25934	NIPSNAP3A	ENSG00000136783,ENST00000374767
608872	gene	55335	NIPSNAP3B	ENSG00000165028,ENST00000374762
608873	gene	10501	SEMA6B	ENSG00000167680,ENST00000586582
608874	phenotype			
608875	phenotype	474334		
608876	gene	51585	PCF11	ENSG00000165494,ENST00000298281
608877	gene	55187	VPS13D	ENSG00000048707,ENST00000620676
608878	phenotype	474333		
608879	gene	54832	VPS13C	ENSG00000129003,ENST00000249837
608880	gene	9765	ZFYVE16	ENSG00000039319,ENST00000338008
608881	gene	9645	MICAL2	ENSG00000133816,ENST00000256194
608882	gene	57553	MICAL3	ENSG00000243156,ENST00000383094
608883	moved/removed			
608884	gene	253959	RALGAPA1	ENSG00000174373,ENST00000307138
608885	phenotype			
608886	gene	133522	PPARGC1B	ENSG00000155846,ENST00000309241
608887	gene	5814	PURB	ENSG00000146676,ENST00000395699
608888	gene	129831	RBM45	ENSG00000155636,ENST00000286070
608889	gene	130013	ACMSD	ENSG00000153086,ENST00000356140
608890	phenotype			
608891	gene	130497	OSR1	ENSG00000143867,ENST00000272223
608892	gene	55636	CHD7	ENSG00000171316,ENST00000423902
608893	gene	340024	SLC6A19	ENSG00000174358,ENST00000304460
608894	gene	54806	AHI1	ENSG00000135541,ENST00000367799
608895	phenotype			
608896	gene	6445	SGCG	ENSG00000102683,ENST00000218867
608897	gene	201294	UNC13D	ENSG00000092929,ENST00000207549
608898	phenotype			
608899	gene	84163	GTF2IRD2	ENSG00000196275,ENST00000451013
608900	gene	389524	GTF2IRD2B	ENSG00000174428,ENST00000472837
608901	phenotype			
608902	phenotype			
608903	phenotype	450087		
608904	phenotype	450088		
608905	phenotype	450089		
608906	phenotype	450090		
608907	phenotype			
608908	phenotype			
608909	gene	221079	ARL5B	ENSG00000165997,ENST00000377275
608910	gene	100128553	CTAGE4	ENSG00000225932,ENST00000486333
608911	phenotype			
608912	gene	100996331	POTEB	ENSG00000233917,ENST00000439682
608913	gene	23784	POTEH	ENSG00000198062,ENST00000343518
608914	gene	445582	POTEE	ENSG00000188219,ENST00000356920
608915	gene	340441	POTEA	
608916	gene	404785	POTEG	ENSG00000187537,ENST00000547848
608917	gene	64756	ATPAF1	ENSG00000123472,ENST00000576409
608918	gene	91647	ATPAF2	ENSG00000171953,ENST00000474627
608919	gene	80727	TTYH3	ENSG00000136295,ENST00000258796
608920	gene	57605	PITPNM2	ENSG00000090975,ENST00000280562
608921	gene	83394	PITPNM3	ENSG00000091622,ENST00000262483
608922	gene	200894	ARL13B	ENSG00000169379,ENST00000303097
608923	gene	319100	TAAR6	ENSG00000146383,ENST00000275198
608924	gene	116113	FOXP4	ENSG00000137166,ENST00000373063
608925	gene	79812	MMRN2	ENSG00000173269,ENST00000372027
608926	gene	129080	EMID1	ENSG00000186998,ENST00000404755
608927	gene	136227	COL26A1	ENSG00000160963,ENST00000613501
608928	gene	84034	EMILIN2	ENSG00000132205,ENST00000254528
608929	gene	90187	EMILIN3	ENSG00000183798,ENST00000332312
608930	phenotype			
608931	phenotype			
608932	phenotype	450092		
608933	gene	252969	NEIL2	ENSG00000154328,ENST00000284503
608934	gene	55247	NEIL3	ENSG00000109674,ENST00000264596
608935	phenotype	450093		
608936	gene	58503	OPRPN	ENSG00000171199,ENST00000399575
608937	gene	25970	SH2B1	ENSG00000178188,ENST00000322610
608938	gene	6198	RPS6KB1	ENSG00000108443,ENST00000225577
608939	gene	6199	RPS6KB2	ENSG00000175634,ENST00000312629
608940	phenotype			
608941	gene	2785	GNG3	ENSG00000162188,ENST00000294117
608942	gene	140735	DYNLL2	ENSG00000264364,ENST00000579991
608943	gene	57019	CIAPIN1	ENSG00000005194,ENST00000394391
608944	gene	158326	FREM1	ENSG00000164946,ENST00000380880
608945	gene	341640	FREM2	ENSG00000150893,ENST00000280481
608946	gene	166752	FREM3	ENSG00000183090,ENST00000329798
608947	gene	253980	KCTD13	ENSG00000174943,ENST00000568000
608948	gene	84107	ZIC4	ENSG00000174963,ENST00000383075
608949	gene	51228	GLTP	ENSG00000139433,ENST00000318348
608950	gene	266671	MAGI2-IT1	
608951	gene	57472	CNOT6	ENSG00000113300,ENST00000393356
608952	gene	55183	RIF1	ENSG00000080345,ENST00000243326
608953	gene	27285	TEKT2	ENSG00000092850,ENST00000207457
608954	gene	22879	MON1B	ENSG00000103111,ENST00000248248
608955	gene	25809	TTLL1	ENSG00000100271,ENST00000266254
608956	gene	57864	SLC46A2	ENSG00000119457,ENST00000374228
608957	phenotype			
608958	gene	100	ADA	ENSG00000196839,ENST00000372874
608959	gene	285381	DPH3	ENSG00000154813,ENST00000488423
608960	gene	26225	ARL5A	ENSG00000162980,ENST00000295087
608961	gene	80036	TRPM3	ENSG00000083067,ENST00000354500
608962	gene	54933	RHBDL2	ENSG00000158315,ENST00000289248
608963	gene	256646	NUTM1	ENSG00000184507,ENST00000537011
608964	gene	387332	TBPL2	ENSG00000182521,ENST00000247219
608965	gene	57010	CABP4	ENSG00000175544,ENST00000325656
608966	gene	168002	DACT2	ENSG00000164488,ENST00000366795
608967	moved/removed			
608968	gene	9935	MAFB	ENSG00000204103,ENST00000373313
608969	gene	9724	UTP14C	ENSG00000253797,ENST00000521776
608970	phenotype			
608971	phenotype			
608972	gene	200186	CRTC2	ENSG00000160741,ENST00000368633
608973	gene	23235	SIK2	ENSG00000170145,ENST00000304987
608974	gene	51279	C1RL	ENSG00000139178,ENST00000266542
608975	gene	84612	PARD6B	ENSG00000124171,ENST00000371610
608976	gene	84552	PARD6G	ENSG00000178184,ENST00000353265
608977	gene	131118	DNAJC19	ENSG00000205981,ENST00000382564
608978	phenotype			
608979	gene	132160	PPM1M	ENSG00000164088,ENST00000296487
608980	phenotype			
608981	gene	130399	ACVR1C	ENSG00000123612,ENST00000243349
608982	phenotype	619479		
608983	moved/removed			
608984	phenotype			
608985	gene	6045	RNF2	ENSG00000121481,ENST00000367510
608986	gene	64784	CRTC3	ENSG00000140577,ENST00000268184
608987	gene	283208	P4HA3	ENSG00000149380,ENST00000331597
608988	phenotype	619478		
608989	gene	195814	SDR16C5	ENSG00000170786,ENST00000303749
608990	gene	81794	ADAMTS10	ENSG00000142303,ENST00000597188
608991	gene	55534	MAML3	ENSG00000196782,ENST00000509479
608992	gene	255877	BCL6B	ENSG00000161940,ENST00000293805
608993	gene	200316	APOBEC3F	ENSG00000128394,ENST00000308521
608994	gene	23294	ANKS1A	ENSG00000064999,ENST00000360359
608995	phenotype	406874	DYX8	
608996	phenotype			
608997	moved/removed			
608998	gene	7260	TSSC1	ENSG00000032389,ENST00000382125
608999	gene	650368	TSSC2	
609000	gene	26002	MOXD1	ENSG00000079931,ENST00000336749
609001	gene	5288	PIK3C2G	ENSG00000139144,ENST00000266497
609002	gene	83659	TEKT1	ENSG00000167858,ENST00000338694
609003	gene	51024	FIS1	ENSG00000214253,ENST00000223136
609004	gene	283149	BCL9L	ENSG00000186174,ENST00000334801
609005	gene	116966	WDR17	ENSG00000150627,ENST00000280190
609006	phenotype			
609007	gene	120892	LRRK2	ENSG00000188906,ENST00000416796
609008	predominantly phenotypes			
609009	gene	10971	YWHAQ	ENSG00000134308,ENST00000238081
609010	gene	56922	MCCC1	ENSG00000078070,ENST00000265594
609011	gene	22846	VASH1	ENSG00000071246,ENST00000167106
609012	gene	11091	WDR5	ENSG00000196363,ENST00000358625
609013	gene	353189	SLCO4C1	ENSG00000173930,ENST00000310954
609014	gene	64087	MCCC2	ENSG00000131844,ENST00000340941
609015	phenotype			
609016	phenotype			
609017	gene	114625	ERMAP	ENSG00000164010,ENST00000372517
609018	gene	3141	HLCS	ENSG00000159267,ENST00000336648
609019	gene	686	BTD	ENSG00000169814,ENST00000303498
609020	gene	219595	FOLH1B	ENSG00000086205,ENST00000256999
609021	phenotype			
609022	gene	253260	RICTOR	ENSG00000164327,ENST00000357387
609023	gene	25953	PNKD	ENSG00000127838,ENST00000273077
609024	gene	11014	KDELR2	ENSG00000136240,ENST00000258739
609025	gene	9119	KRT75	ENSG00000170454,ENST00000252245
609026	phenotype	493862		
609027	phenotype			
609028	gene	92610	TIFA	ENSG00000145365,ENST00000361717
609029	phenotype			
609030	gene	54487	DGCR8	ENSG00000128191,ENST00000351989
609031	gene	57119	EPPIN	ENSG00000101448,ENST00000354280
609032	gene	448831	FRG2	ENSG00000274972,ENST00000611713
609033	phenotype			
609034	gene	26508	HEYL	ENSG00000163909,ENST00000372852
609035	gene	65059	RAPH1	ENSG00000173166,ENST00000319170
609036	gene	54518	APBB1IP	ENSG00000077420,ENST00000356785
609037	predominantly phenotypes			
609038	gene	27289	RND1	ENSG00000172602,ENST00000309739
609039	phenotype	494446		
609040	phenotype			
609041	phenotype	414886	SPG27	
609042	gene	221391	OPN5	ENSG00000124818,ENST00000244799
609043	gene	339403	RXFP4	ENSG00000173080,ENST00000368318
609044	gene	338557	FFAR4	ENSG00000186188,ENST00000371481
609045	gene	353345	GPR141	ENSG00000187037,ENST00000447769
609046	gene	350383	GPR142	ENSG00000257008,ENST00000582579
609047	predominantly phenotypes			
609048	phenotype			
609049	phenotype			
609050	gene	57504	MTA3	ENSG00000057935,ENST00000406652
609051	gene	22900	CARD8	ENSG00000105483,ENST00000518622
609052	phenotype			
609053	phenotype			
609054	phenotype			
609055	phenotype	497231	CLN9	
609056	phenotype			
609057	phenotype			
609058	gene	4594	MUT	ENSG00000146085,ENST00000274813
609059	gene	57104	PNPLA2	ENSG00000177666,ENST00000336615
609060	phenotype			
609061	gene	55740	ENAH	ENSG00000154380,ENST00000366843
609062	gene	11281	POU6F2	ENSG00000106536,ENST00000518318
609063	gene	25828	TXN2	ENSG00000100348,ENST00000216185
609064	gene	84735	CNDP1	ENSG00000150656,ENST00000358821
609065	moved/removed			
609066	gene	84962	AJUBA	ENSG00000129474,ENST00000262713
609067	gene	642658	SCX	ENSG00000260428,ENST00000567180
609068	gene	199699	DAND5	ENSG00000179284,ENST00000317060
609069	phenotype			
609070	phenotype			
609071	gene	26190	FBXW2	ENSG00000119402,ENST00000493559
609072	gene	54461	FBXW5	ENSG00000159069,ENST00000325285
609073	gene	26259	FBXW8	ENSG00000174989,ENST00000455858
609074	gene	84261	FBXW9	ENSG00000132004,ENST00000393261
609075	gene	285231	FBXW12	ENSG00000164049,ENST00000296438
609076	gene	26233	FBXL6	ENSG00000182325,ENST00000455319
609077	gene	55336	FBXL8	ENSG00000135722,ENST00000258200
609078	gene	84678	KDM2B	ENSG00000089094,ENST00000377071
609079	gene	54850	FBXL12	ENSG00000127452,ENST00000247977
609080	gene	222235	FBXL13	ENSG00000161040,ENST00000313221
609081	gene	144699	FBXL14	ENSG00000171823,ENST00000339235
609082	gene	146330	FBXL16	ENSG00000127585,ENST00000397621
609083	gene	64839	FBXL17	ENSG00000145743,ENST00000359660
609084	gene	80028	FBXL18	ENSG00000155034,ENST00000415009
609085	gene	54620	FBXL19	ENSG00000099364,ENST00000562319
609086	gene	84961	FBXL20	ENSG00000108306,ENST00000264658
609087	gene	26223	FBXL21	
609088	gene	283807	FBXL22	ENSG00000197361,ENST00000360587
609089	gene	26273	FBXO3	ENSG00000110429,ENST00000265651
609090	gene	26272	FBXO4	ENSG00000151876,ENST00000281623
609091	gene	26268	FBXO9	ENSG00000112146,ENST00000323557
609092	gene	26267	FBXO10	ENSG00000147912,ENST00000432825
609093	gene	201456	FBXO15	ENSG00000141665,ENST00000583443
609094	gene	115290	FBXO17	ENSG00000282954,ENST00000634982
609095	gene	23014	FBXO21	ENSG00000135108,ENST00000622495
609096	gene	26263	FBXO22	ENSG00000167196,ENST00000308275
609097	gene	26261	FBXO24	ENSG00000106336,ENST00000241071
609098	gene	26260	FBXO25	ENSG00000147364,ENST00000382824
609099	gene	126433	FBXO27	ENSG00000283021,ENST00000635475
609100	gene	23219	FBXO28	ENSG00000143756,ENST00000366862
609101	gene	84085	FBXO30	ENSG00000118496,ENST00000237281
609102	gene	79791	FBXO31	ENSG00000103264,ENST00000311635
609103	gene	254170	FBXO33	ENSG00000165355,ENST00000298097
609104	gene	55030	FBXO34	ENSG00000178974,ENST00000313833
609105	gene	130888	FBXO36	ENSG00000153832,ENST00000283946
609106	gene	162517	FBXO39	ENSG00000177294,ENST00000321535
609107	gene	51725	FBXO40	ENSG00000163833,ENST00000338040
609108	gene	150726	FBXO41	ENSG00000163013,ENST00000521871
609109	gene	54455	FBXO42	ENSG00000037637,ENST00000375592
